run_name,benchmark,scenario,layer_idx,component,mean_weight_norm,mean_grad_norm,mean_bias_norm,mean_bias_grad_norm,max_grad_norm,n_rows
seq_affine_r5pct_seed0,sdfc,shared_head,0,add,26.422706777399238,0.03740241899003645,0.35362230404868084,0.03709883135625297,0.2582731544971466,1584
seq_affine_r5pct_seed0,sdfc,shared_head,0,basal,8.960877597633035,0.13011737613035648,1.6586760726540979,0.056493433118289846,0.8096738457679749,1584
seq_affine_r5pct_seed0,sdfc,shared_head,0,gate,26.396066105726995,0.008111295006528962,1.5558658307088973,0.008075220231231387,0.10526437312364578,1584
seq_affine_r5pct_seed0,sdfc,shared_head,1,add,25.965671946304013,0.013263224288296285,0.08227434395336207,0.012733381263770256,0.11429687589406967,1584
seq_affine_r5pct_seed0,sdfc,shared_head,1,basal,9.40558095682751,0.280191044314915,0.6585305781301224,0.014687716676662327,2.44903826713562,1584
seq_affine_r5pct_seed0,sdfc,shared_head,1,gate,25.993242568439907,0.010274577279573111,0.8384618518152039,0.010275720207389876,0.14399604499340057,1584
seq_affine_r10pct_seed0,sdfc,shared_head,0,add,26.420360695232045,0.037575648042832775,0.338148597617295,0.037478606122325196,0.2582731544971466,1584
seq_affine_r10pct_seed0,sdfc,shared_head,0,basal,8.933758806098592,0.13486625474990543,1.6806762378023128,0.05770216062853132,0.8258081078529358,1584
seq_affine_r10pct_seed0,sdfc,shared_head,0,gate,26.366185057042824,0.008115610035460893,1.541948188336171,0.008068970837154087,0.10524750500917435,1584
seq_affine_r10pct_seed0,sdfc,shared_head,1,add,25.964189247651532,0.013570315056685186,0.08563139955036934,0.012859373673017208,0.10859471559524536,1584
seq_affine_r10pct_seed0,sdfc,shared_head,1,basal,9.37562665975455,0.28497586206349573,0.6632922038511194,0.014894918015454665,2.6406404972076416,1584
seq_affine_r10pct_seed0,sdfc,shared_head,1,gate,25.96960834541706,0.010237622775663351,0.8485414090041881,0.010191170477268353,0.15416164696216583,1584
