run_name,benchmark,scenario,layer_idx,component,mean_weight_norm,mean_grad_norm,mean_bias_norm,mean_bias_grad_norm,max_grad_norm,n_rows
seq_affine_r2pct_seed3,sdfc,shared_head,0,basal,9.187470781983752,0.10708815277074323,1.8127777088772168,0.04524292943956838,1.1239253282546997,1584
seq_affine_r2pct_seed3,sdfc,shared_head,0,gate,26.36885398325294,0.008234410763675854,1.7548831208730165,0.008233459826809886,0.16596399247646332,1584
seq_affine_r2pct_seed3,sdfc,shared_head,1,add,26.282349920032,0.013590486568223425,0.1277787524326634,0.013501130331699565,0.23319748044013977,1584
seq_affine_r2pct_seed3,sdfc,shared_head,1,basal,9.457547268181136,0.26531218254063843,0.614949462540222,0.013693228234043283,4.109039783477783,1584
seq_affine_r2pct_seed3,sdfc,shared_head,1,gate,26.1050482229753,0.011438796991202215,0.9169038520359217,0.011524408950833157,0.2759127914905548,1584
seq_affine_r5pct_seed3,sdfc,shared_head,0,add,26.50467816627387,0.0367377475480533,0.3226013835619505,0.03666131400716885,0.5851482152938843,1584
seq_affine_r5pct_seed3,sdfc,shared_head,0,basal,9.187911846420981,0.11896732173192155,1.7923516820024963,0.052106945148688,1.1239253282546997,1584
seq_affine_r5pct_seed3,sdfc,shared_head,0,gate,26.30806663542083,0.008967405272561896,1.750381587244302,0.008985790473584209,0.1671798676252365,1584
seq_affine_r5pct_seed3,sdfc,shared_head,1,add,26.281420677599282,0.014860298268185622,0.12106533807489522,0.014321364325167972,0.23855452239513397,1584
seq_affine_r5pct_seed3,sdfc,shared_head,1,basal,9.456302348712478,0.2908325993568834,0.614705628856565,0.015119816022613095,4.114039421081543,1584
seq_affine_r5pct_seed3,sdfc,shared_head,1,gate,26.095165911346974,0.011140648582379916,0.9177178798567955,0.011144097230958369,0.21605269610881805,1584
seq_affine_r10pct_seed3,sdfc,shared_head,0,add,26.504408443816985,0.03605861521509264,0.3119791271735331,0.03607420712703492,0.5386663675308228,1584
seq_affine_r10pct_seed3,sdfc,shared_head,0,basal,9.106747851829336,0.12398228056098551,1.7918269993229345,0.05167101474003772,1.1239253282546997,1584
seq_affine_r10pct_seed3,sdfc,shared_head,0,gate,26.286703144661104,0.0087268604650609,1.6977306013248363,0.00871835847742705,0.15851184725761414,1584
seq_affine_r10pct_seed3,sdfc,shared_head,1,add,26.281087946410132,0.014491317115619384,0.11479253394175273,0.014080201364283377,0.20682328939437866,1584
seq_affine_r10pct_seed3,sdfc,shared_head,1,basal,9.393815053231789,0.2912068238312548,0.6155338607577965,0.015053773778843128,3.9858481884002686,1584
seq_affine_r10pct_seed3,sdfc,shared_head,1,gate,26.086063872684132,0.01259160607467015,0.9187871470713442,0.012613929431811104,0.22523970901966095,1584
seq_film_r0pct_seed4,sdfc,shared_head,0,basal,8.67932738077761,0.16977979003856278,1.736687811712424,0.07169791099655376,1.2601311206817627,1584
seq_film_r0pct_seed4,sdfc,shared_head,0,beta,26.023622025143016,0.04663096512910551,12.97057081713821,0.046630965246379795,0.5025399327278137,1584
seq_film_r0pct_seed4,sdfc,shared_head,0,gamma,26.61917954623097,0.010337379143098275,13.734587055264097,0.010337379143392254,0.21632878482341766,1584
seq_film_r0pct_seed4,sdfc,shared_head,1,basal,9.126523869206206,0.355490304702526,0.6518192979874033,0.018878780371617932,5.937739849090576,1584
seq_film_r0pct_seed4,sdfc,shared_head,1,beta,26.194893852628844,0.018859203045328076,13.218794566814346,0.018859203091879963,0.28248563408851624,1584
seq_film_r0pct_seed4,sdfc,shared_head,1,gamma,26.78886936529718,0.02032296777851474,13.744647240999972,0.020322967817319848,0.5969832539558411,1584
seq_film_r2pct_seed4,sdfc,shared_head,0,basal,9.141986558533679,0.12300231247067903,1.8189878165721893,0.05355159630834341,1.2601311206817627,1584
seq_film_r2pct_seed4,sdfc,shared_head,0,beta,26.08845693896515,0.03718073502241076,12.95822181484916,0.03718374187822363,0.4455806612968445,1584
seq_film_r2pct_seed4,sdfc,shared_head,0,gamma,26.860767293458032,0.007840359395828786,13.584801555281938,0.007824217978831982,0.10832131654024124,1584
seq_film_r2pct_seed4,sdfc,shared_head,1,basal,9.75458725684821,0.2535014163533395,0.6351895187464025,0.013646476721551337,3.057331085205078,1584
seq_film_r2pct_seed4,sdfc,shared_head,1,beta,26.19591338104672,0.014736966630466392,13.222932283324425,0.014375331089056694,0.21735239028930664,1584
seq_film_r2pct_seed4,sdfc,shared_head,1,gamma,26.984779993693035,0.013062689737823964,13.701413554976686,0.013043628064858212,0.25371426343917847,1584
seq_film_r5pct_seed4,sdfc,shared_head,0,basal,9.06532613948138,0.12610256730465952,1.8378046985828516,0.05368802555709739,1.2601311206817627,1584
seq_film_r5pct_seed4,sdfc,shared_head,0,beta,26.08981330828233,0.03736562323071455,12.953977897913768,0.03721697562304777,0.402333527803421,1584
seq_film_r5pct_seed4,sdfc,shared_head,0,gamma,26.832559748129412,0.007987017201046892,13.59043338383087,0.007972757786443584,0.09723933041095734,1584
seq_film_r5pct_seed4,sdfc,shared_head,1,basal,9.693736017653436,0.2568132432443419,0.6328675341651295,0.013832274380037592,2.9454739093780518,1584
seq_film_r5pct_seed4,sdfc,shared_head,1,beta,26.199417153994244,0.014506607157696553,13.225492880199894,0.01430371740399886,0.1925981193780899,1584
seq_film_r5pct_seed4,sdfc,shared_head,1,gamma,26.989674509173692,0.012268318260987255,13.69103092978699,0.01229494663442378,0.23952682316303253,1584
seq_film_r10pct_seed4,sdfc,shared_head,0,basal,9.020344712818511,0.13741168977382281,1.8220556689181713,0.05815287088479075,1.2601311206817627,1584
seq_film_r10pct_seed4,sdfc,shared_head,0,beta,26.082672530954536,0.04043294056539092,12.954701211717394,0.04014168234149533,0.3634530007839203,1584
seq_film_r10pct_seed4,sdfc,shared_head,0,gamma,26.824581532767326,0.00819755480092635,13.57997326778643,0.00815746625823632,0.0969100371003151,1584
seq_film_r10pct_seed4,sdfc,shared_head,1,basal,9.557515408956643,0.2687999282062825,0.6408232697332749,0.014532840556209218,2.777255058288574,1584
seq_film_r10pct_seed4,sdfc,shared_head,1,beta,26.200204451878864,0.014820489658137202,13.223164668588927,0.014429868781447645,0.1907903403043747,1584
seq_film_r10pct_seed4,sdfc,shared_head,1,gamma,26.954969308593057,0.012547459544955265,13.697548004111859,0.012516895705483316,0.23755575716495514,1584
seq_affine_r0pct_seed4,sdfc,shared_head,0,add,26.019535129720513,0.04696183550916228,0.3651357856026446,0.04696183515496692,0.4631504714488983,1584
seq_affine_r0pct_seed4,sdfc,shared_head,0,basal,8.62177387150851,0.1728081036208555,1.7019304152992036,0.07308687200514609,1.2541272640228271,1584
seq_affine_r0pct_seed4,sdfc,shared_head,0,gate,26.593998623616766,0.009897296673590622,1.4466254203980131,0.009897296718201798,0.20423337817192078,1584
seq_affine_r0pct_seed4,sdfc,shared_head,1,add,26.198733677767745,0.01828042493901123,0.10133144522328023,0.018280424904979425,0.2648871839046478,1584
seq_affine_r0pct_seed4,sdfc,shared_head,1,basal,9.128504299154185,0.35486458687492733,0.6478203352578361,0.01891978048613946,5.785679817199707,1584
seq_affine_r0pct_seed4,sdfc,shared_head,1,gate,26.79274252448419,0.020386017450297427,0.5957043799042533,0.02038601738330717,0.5663600564002991,1584
seq_affine_r2pct_seed4,sdfc,shared_head,0,add,26.087709499127936,0.036698252891556704,0.33257250388675,0.03676731087406175,0.4178406000137329,1584
seq_affine_r2pct_seed4,sdfc,shared_head,0,basal,9.089685336808966,0.1235470307327694,1.7984025063689308,0.05367107792625749,1.2541272640228271,1584
seq_affine_r2pct_seed4,sdfc,shared_head,0,gate,26.83974092656916,0.0076986251172851865,1.703022086454292,0.007698223527125201,0.1279853880405426,1584
seq_affine_r2pct_seed4,sdfc,shared_head,1,add,26.199401661603137,0.014661117270686995,0.09058505849797523,0.01439253640358969,0.2081574648618698,1584
seq_affine_r2pct_seed4,sdfc,shared_head,1,basal,9.674283633930514,0.2541538005897004,0.6435734425304513,0.013773376607265861,2.9003539085388184,1584
seq_affine_r2pct_seed4,sdfc,shared_head,1,gate,26.942025795127407,0.011886171446633972,0.8116418947783214,0.011867996143539332,0.23615938425064087,1584
seq_affine_r5pct_seed4,sdfc,shared_head,0,add,26.09031304807374,0.03683746848047912,0.33667631679322724,0.036733133935662535,0.38450875878334045,1584
seq_affine_r5pct_seed4,sdfc,shared_head,0,basal,9.009492168823877,0.12689177910656188,1.8120916014668917,0.05391150852547714,1.2541272640228271,1584
seq_affine_r5pct_seed4,sdfc,shared_head,0,gate,26.824291851785446,0.007696250248321148,1.6662747154854276,0.007675253867137603,0.1037999838590622,1584
seq_affine_r5pct_seed4,sdfc,shared_head,1,add,26.201602868359497,0.014299572370014502,0.08327477145646087,0.014111691997773235,0.18994328379631042,1584
seq_affine_r5pct_seed4,sdfc,shared_head,1,basal,9.642894343595312,0.25793956325394146,0.6365520013025915,0.013946319870901697,2.843446731567383,1584
seq_affine_r5pct_seed4,sdfc,shared_head,1,gate,26.950514645287484,0.01183366475147936,0.7882793775155218,0.011832455018392089,0.22370858490467072,1584
seq_affine_r10pct_seed4,sdfc,shared_head,0,add,26.07951760773707,0.04040581322697613,0.3307975144795791,0.040129416110446965,0.34109944105148315,1584
seq_affine_r10pct_seed4,sdfc,shared_head,0,basal,8.965676719492132,0.1385895937347239,1.7999210732452797,0.05862510655277568,1.2541272640228271,1584
seq_affine_r10pct_seed4,sdfc,shared_head,0,gate,26.811428219381003,0.008173710264434869,1.6415589239631752,0.008123314993237287,0.1058850809931755,1584
seq_affine_r10pct_seed4,sdfc,shared_head,1,add,26.201094609318357,0.014911913021055767,0.09085127009452801,0.014487326963436865,0.19791735708713531,1584
seq_affine_r10pct_seed4,sdfc,shared_head,1,basal,9.460260754883892,0.27520546540406277,0.6361841686973067,0.014955289452124054,2.8884456157684326,1584
seq_affine_r10pct_seed4,sdfc,shared_head,1,gate,26.926258979421675,0.011861144604622634,0.7524754322319752,0.011848301614872521,0.2241259068250656,1584
